Rank	Score	ORPHA_ID	Disease_Name	Matched_Phenotype	Causative_Gene
1676	0.34389790008038496	ORPHA:596448	immunoglobulin G4-related sclerosing disease	HP:0000315,HP:0001880	
1676	0.34389790008038496	ORPHA:486	autosomal dominant severe congenital neutropenia	HP:0000155,HP:0001875	TCIRG1,ELANE,SRP19,SRP54,GFI1,CLPB
1676	0.34389790008038496	ORPHA:276	T-B+ severe combined immunodeficiency due to gamma chain deficiency	HP:0000952,HP:0001888	IL2RG
1676	0.34389790008038496	ORPHA:90362	primary intestinal lymphangiectasia	HP:0000969,HP:0001888	
1676	0.34389790008038496	ORPHA:90363	secondary intestinal lymphangiectasia	HP:0000969,HP:0001888	
1676	0.34389790008038496	ORPHA:75565	tropical endomyocardial fibrosis	HP:0000520,HP:0001880	
1676	0.34389790008038496	ORPHA:2298	insulin-resistance syndrome type B	HP:0000093,HP:0001882	
1676	0.34389790008038496	ORPHA:2909	Rothmund-Thomson syndrome	HP:0000164,HP:0001875	RECQL4
1711	0.33572671313578456	ORPHA:34217	Naxos disease	HP:0000204,HP:0002321	JUP
1711	0.33572671313578456	ORPHA:263297	glycogen storage disease XV	HP:0000819,HP:0002321	GYG1
1713	0.32184544063074666	ORPHA:981	internal carotid agenesis	HP:0002315,HP:0002138	
1713	0.32184544063074666	ORPHA:289596	juvenile nasopharyngeal angiofibroma	HP:0002516,HP:0000282,HP:0000421	
1713	0.32184544063074666	ORPHA:510	Lesch-Nyhan syndrome	HP:0000708,HP:0000083,HP:0001903	HPRT1
1713	0.32184544063074666	ORPHA:90035	paroxysmal cold hemoglobinuria	HP:0002315,HP:0001890	
1713	0.32184544063074666	ORPHA:90037	drug-induced autoimmune hemolytic anemia	HP:0002315,HP:0000980,HP:0001890	
1713	0.32184544063074666	ORPHA:97330	thoracic outlet syndrome	HP:0003401,HP:0000763,HP:0004936	
1713	0.32184544063074666	ORPHA:2571	X-linked immunoneurologic disorder	HP:0001347,HP:0000009,HP:0008348	
1713	0.32184544063074666	ORPHA:2572	spastic ataxia-corneal dystrophy syndrome	HP:0001251,HP:0000519,HP:0004313	
1713	0.32184544063074666	ORPHA:3204	Stormorken syndrome	HP:0002167,HP:0000348,HP:0000979	ORAI1,STIM1
1713	0.32184544063074666	ORPHA:890	hepatic veno-occlusive disease	HP:0002480,HP:0000083,HP:0001928	
1713	0.32184544063074666	ORPHA:1114	aplasia cutis congenita	HP:0010628,HP:0001057,HP:0003010	BMS1,UBA2,PLEC,DLL4,ITGB4
1713	0.32184544063074666	ORPHA:1802	ghosal hematodiaphyseal dysplasia	HP:0002167,HP:0000944,HP:0001903	TBXAS1
1713	0.32184544063074666	ORPHA:28	vitamin B12-responsive methylmalonic acidemia	HP:0001249,HP:0000083,HP:0001903	
1713	0.32184544063074666	ORPHA:399180	secondary non-traumatic avascular necrosis	HP:0001288,HP:0004377	
1713	0.32184544063074666	ORPHA:51208	formiminoglutamic aciduria	HP:0000717,HP:0001889	FTCD
1713	0.32184544063074666	ORPHA:712	hemolytic anemia due to glucophosphate isomerase deficiency	HP:0001249,HP:0000952,HP:0001923	GPI
1713	0.32184544063074666	ORPHA:71272	Sandifer syndrome	HP:0000473,HP:0001903	
1713	0.32184544063074666	ORPHA:1310	Caffey disease	HP:0000708,HP:0000324,HP:0010702	COL1A1
1713	0.32184544063074666	ORPHA:172	progressive familial intrahepatic cholestasis	HP:0100543,HP:0000952,HP:0001872	
1713	0.32184544063074666	ORPHA:284227	tempi syndrome	HP:0002315,HP:0000077,HP:0001899	
1713	0.32184544063074666	ORPHA:56425	cold agglutinin disease	HP:0002315,HP:0000980,HP:0001878	
1713	0.32184544063074666	ORPHA:97285	thyroid lymphoma	HP:0002015,HP:0000475,HP:0002665	
1713	0.32184544063074666	ORPHA:2198	palmoplantar keratoderma-esophageal carcinoma syndrome	HP:0002015,HP:0000982,HP:0002239	RHBDF2
1713	0.32184544063074666	ORPHA:33574	gamma-glutamylcysteine synthetase deficiency	HP:0000709,HP:0001878	GCLC
1713	0.32184544063074666	ORPHA:352723	attenuated Ch̩diak-Higashi syndrome	HP:0001249,HP:0000225	LYST
1713	0.32184544063074666	ORPHA:1063	tufted angioma	HP:0003401,HP:0000329,HP:0000967	GNA14
1713	0.32184544063074666	ORPHA:1296	Lambert syndrome	HP:0001249,HP:0000023,HP:0004313	
1713	0.32184544063074666	ORPHA:209964	solitary rectal ulcer syndrome	HP:0000722,HP:0000002,HP:0001903	
1713	0.32184544063074666	ORPHA:54028	Plummer-Vinson syndrome	HP:0002015,HP:0000160,HP:0001891	
1713	0.32184544063074666	ORPHA:673	malaria	HP:0002141,HP:0000488,HP:0001871	
1713	0.32184544063074666	ORPHA:332	hereditary intrinsic factor deficiency	HP:0000726,HP:0001889	CBLIF
1713	0.32184544063074666	ORPHA:36258	thromboangiitis obliterans	HP:0003401,HP:0000763,HP:0002638	
1713	0.32184544063074666	ORPHA:926	acatalasia	HP:0001300,HP:0000155,HP:0000225	CAT
1713	0.32184544063074666	ORPHA:101028	transaldolase deficiency	HP:0001263,HP:0000056,HP:0001873	TALDO1
1713	0.32184544063074666	ORPHA:228116	Hughes-Stovin syndrome	HP:0002315,HP:0001945,HP:0004936	
1713	0.32184544063074666	ORPHA:402823	hepatitis D virus infection	HP:0001289,HP:0000952,HP:0000978	
1713	0.32184544063074666	ORPHA:44890	gastrointestinal stromal tumor	HP:0002015,HP:0000988,HP:0001903	KIT,SDHB,SDHC,PDGFRA,SDHA
1713	0.32184544063074666	ORPHA:615	familial atrial myxoma	HP:0003388,HP:0000952,HP:0001907	PRKAR1A
1713	0.32184544063074666	ORPHA:209004	axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammopathy	HP:0002166,HP:0002665	
1713	0.32184544063074666	ORPHA:2598	myopathy, lactic acidosis, and sideroblastic anemia	HP:0001249,HP:0000218,HP:0001903	PUS1,YARS2
1713	0.32184544063074666	ORPHA:86816	congenital analbuminemia	HP:0011342,HP:0000282,HP:0010702	ALB
1713	0.32184544063074666	ORPHA:3344	Weismann-Netter syndrome	HP:0001249,HP:0000820,HP:0001903	
1713	0.32184544063074666	ORPHA:71	chylomicron retention disease	HP:0001284,HP:0000488,HP:0001927	SAR1B
1713	0.32184544063074666	ORPHA:98870	congenital dyserythropoietic anemia type 3	HP:0002315,HP:0000225	KIF23,RACGAP1
1713	0.32184544063074666	ORPHA:139411	Carney triad	HP:0002315,HP:0000822,HP:0001903	SDHB,SDHC,SDHA
1713	0.32184544063074666	ORPHA:217008	Bockenheimer syndrome	HP:0003401,HP:0000969,HP:0004936	
1713	0.32184544063074666	ORPHA:57	glycogen storage disease due to aldolase A deficiency	HP:0000750,HP:0001878	ALDOA
1713	0.32184544063074666	ORPHA:713	glycogen storage disease due to phosphoglycerate kinase 1 deficiency	HP:0000750,HP:0000083,HP:0001878	PGK1
1713	0.32184544063074666	ORPHA:96181	maternal uniparental disomy of chromosome 6	HP:0001249,HP:0000023,HP:0001873	
1713	0.32184544063074666	ORPHA:208999	paraneoplastic sensory ganglionopathy	HP:0001310,HP:0012189	
1713	0.32184544063074666	ORPHA:31150	Tangier disease	HP:0001349,HP:0000656,HP:0001873	ABCA1
1713	0.32184544063074666	ORPHA:79319	MPI-congenital disorder of glycosylation	HP:0001249,HP:0000707,HP:0001929	MPI
1713	0.32184544063074666	ORPHA:131	Budd-Chiari syndrome	HP:0002480,HP:0000083,HP:0002239	F5,CALR,JAK2
1713	0.32184544063074666	ORPHA:163634	Maffucci syndrome	HP:0002015,HP:0000853,HP:0004936	IDH2,IDH1
1713	0.32184544063074666	ORPHA:567548	nephrotic syndrome, type 24	HP:0002315,HP:0000093,HP:0004936	
1713	0.32184544063074666	ORPHA:623626	paraneoplastic cerebellar degeneration	HP:0001251,HP:0000639,HP:0012189	
1713	0.32184544063074666	ORPHA:69077	rhabdoid tumor	HP:0000737,HP:0001873	
1713	0.32184544063074666	ORPHA:91350	pituitary deficiency due to Rathke's pouch cysts	HP:0002315,HP:0000044,HP:0002170	
1713	0.32184544063074666	ORPHA:71273	renal nutcracker syndrome	HP:0000716,HP:0000093,HP:0001903	
1713	0.32184544063074666	ORPHA:296	Ollier disease	HP:0006824,HP:0000324,HP:0004936	PTH1R,IDH1,IDH2
1713	0.32184544063074666	ORPHA:33276	Kaposi's sarcoma	HP:0001298,HP:0000479,HP:0005523	
1713	0.32184544063074666	ORPHA:335	congenital fibrinogen deficiency	HP:0002179,HP:0000054,HP:0000225	FGG,FGA,FGB
1713	0.32184544063074666	ORPHA:199244	Nelson syndrome	HP:0002516,HP:0000505,HP:0002170	
1713	0.32184544063074666	ORPHA:275555	preeclampsia	HP:0002315,HP:0000077,HP:0001873	STOX1,CORIN,FLT1
1713	0.32184544063074666	ORPHA:324964	chronic recurrent multifocal osteomyelitis	HP:0006824,HP:0000944,HP:0001903	
1713	0.32184544063074666	ORPHA:3386	Chagas disease	HP:0002315,HP:0000707,HP:0001907	
1713	0.32184544063074666	ORPHA:822	hereditary spherocytosis	HP:0001251,HP:0000952,HP:0001903	SPTB,SPTA1,EPB42,SLC4A1,ANK1
1713	0.32184544063074666	ORPHA:85446	wild type ABeta2M amyloidosis	HP:0000762,HP:0000158,HP:0002239	
1713	0.32184544063074666	ORPHA:99745	typhoid fever	HP:0001251,HP:0000421	
1713	0.32184544063074666	ORPHA:217335	RIN2 syndrome	HP:0001620,HP:0000028,HP:0000978	RIN2
1713	0.32184544063074666	ORPHA:494424	extracranial carotid artery aneurysm	HP:0001269,HP:0000464,HP:0001727	
1713	0.32184544063074666	ORPHA:35062	idiopathic disseminated cytomegalovirus infection	HP:0001289,HP:0000554,HP:0000979	
1713	0.32184544063074666	ORPHA:99901	acyl-CoA dehydrogenase 9 deficiency	HP:0001298,HP:0001290,HP:0001873	ACAD9
1713	0.32184544063074666	ORPHA:209959	phacoanaphylactic uveitis	HP:0000613,HP:0000491,HP:0011886	
1713	0.32184544063074666	ORPHA:367	glycogen storage disease due to glycogen branching enzyme deficiency	HP:0001270,HP:0003645	GBE1
1713	0.32184544063074666	ORPHA:40923	Eales disease	HP:0002313,HP:0000421	
1713	0.32184544063074666	ORPHA:793	SAPHO syndrome	HP:0006824,HP:0000765,HP:0004936	
1713	0.32184544063074666	ORPHA:29073	plasma cell myeloma	HP:0003401,HP:0000014,HP:0001903	CCND1
1713	0.32184544063074666	ORPHA:90308	angioosteohypertrophic syndrome	HP:0001249,HP:0000098,HP:0001935	PIK3CA,AGGF1
1713	0.32184544063074666	ORPHA:244242	HELLP syndrome	HP:0002315,HP:0000093,HP:0001342	CFH,CD46,HELLPAR,CFI
1713	0.32184544063074666	ORPHA:31205	rat-bite fever	HP:0002315,HP:0000988,HP:0001903	
1713	0.32184544063074666	ORPHA:95427	secondary short bowel syndrome	HP:0001265,HP:0000832,HP:0001977	
1713	0.32184544063074666	ORPHA:99845	hereditary recurrent myoglobinuria	HP:0001288,HP:0000083,HP:0005521	LPIN1,OBSCN,COX1,COX3
1713	0.32184544063074666	ORPHA:2137	autoimmune hepatitis	HP:0000716,HP:0000099,HP:0002239	
1713	0.32184544063074666	ORPHA:449285	snakebite envenomation	HP:0002068,HP:0000225	
1713	0.32184544063074666	ORPHA:635	neuroblastoma	HP:0000737,HP:0000520,HP:0001873	LIN28B,LMO1,MYCN,ALK,PHOX2B,HACE1
1713	0.32184544063074666	ORPHA:84081	Senior-Boichis syndrome	HP:0000713,HP:0000089,HP:0001903	DCDC2,TMEM67
1713	0.32184544063074666	ORPHA:91348	functioning gonadotropic adenoma	HP:0002315,HP:0000138,HP:0002625	
1713	0.32184544063074666	ORPHA:1901	Ehlers-Danlos syndrome, dermatosparaxis type	HP:0002300,HP:0000023,HP:0003010	ADAMTS2,ADAMTSL2
1713	0.32184544063074666	ORPHA:261584	familial adenomatous polyposis due to 5q22.2 microdeletion	HP:0001256,HP:0000077,HP:0001891	APC
1713	0.32184544063074666	ORPHA:3099	rheumatic fever	HP:0000708,HP:0000100,HP:0000421	
1713	0.32184544063074666	ORPHA:71505	cancer-associated retinopathy	HP:0000613,HP:0000543,HP:0004377	
1713	0.32184544063074666	ORPHA:95159	hepatoerythropoietic porphyria	HP:0003401,HP:0000618,HP:0001878	UROD
1713	0.32184544063074666	ORPHA:189427	Cushing syndrome due to macronodular adrenal hyperplasia	HP:0000712,HP:0000978	GNAS,ARMC5,KDM1A
1713	0.32184544063074666	ORPHA:309854	cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome	HP:0001260,HP:0000252,HP:0001901	SLC30A10
1713	0.32184544063074666	ORPHA:509	leptospirosis	HP:0002315,HP:0000554,HP:0000573	
1713	0.32184544063074666	ORPHA:186	primary biliary cholangitis	HP:0001262,HP:0000820,HP:0003261	TNFSF15,IRF5,SPIB,IL12A,TNPO3,POU2AF1,MMEL1,IL12RB1
1713	0.32184544063074666	ORPHA:2796	primary hypertrophic osteoarthropathy	HP:0010829,HP:0000280,HP:0001903	SLCO2A1,HPGD
1713	0.32184544063074666	ORPHA:2908	Kindler syndrome	HP:0002015,HP:0000230,HP:0001903	FERMT1
1713	0.32184544063074666	ORPHA:35687	Erdheim-Chester disease	HP:0001251,HP:0000044,HP:0001903	
1713	0.32184544063074666	ORPHA:48818	aceruloplasminemia	HP:0000473,HP:0000273,HP:0004840	CP
1713	0.32184544063074666	ORPHA:758	autosomal recessive inherited pseudoxanthoma elasticum	HP:0002172,HP:0000121,HP:0000573	ABCC6,ENPP1
1713	0.32184544063074666	ORPHA:95613	pituitary apoplexy	HP:0000613,HP:0000508,HP:0001895	
1713	0.32184544063074666	ORPHA:1686	cardiac diverticulum	HP:0001279,HP:0000775,HP:0001907	
1713	0.32184544063074666	ORPHA:97280	glucagonoma	HP:0000716,HP:0000206,HP:0001895	
1713	0.32184544063074666	ORPHA:79240	glycogen storage disease IXb	HP:0000750,HP:0000147,HP:0001903	PHKB
1713	0.32184544063074666	ORPHA:79396	epidermolysis bullosa simplex 1A, generalized severe	HP:0000613,HP:0000540,HP:0001903	KRT5,KRT14
1713	0.32184544063074666	ORPHA:88618	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	HP:0000708,HP:0000164,HP:0001928	AHCY
1713	0.32184544063074666	ORPHA:90307	capillary malformation-arteriovenous malformation 1	HP:0002315,HP:0000016,HP:0001892	RASA1
1713	0.32184544063074666	ORPHA:93672	juvenile dermatomyositis	HP:0001260,HP:0000958,HP:0002239	
1713	0.32184544063074666	ORPHA:89842	recessive dystrophic epidermolysis bullosa-generalized other	HP:0000716,HP:0000160,HP:0001903	COL7A1
1713	0.32184544063074666	ORPHA:90340	Blau syndrome	HP:0000613,HP:0000112,HP:0001903	NOD2
1713	0.32184544063074666	ORPHA:548	leprosy	HP:0003376,HP:0000421	
1713	0.32184544063074666	ORPHA:93323	fibular hemimelia	HP:0001249,HP:0000110,HP:0001873	
1713	0.32184544063074666	ORPHA:231226	dominant beta-thalassemia	HP:0000737,HP:0000164,HP:0001978	HBB
1713	0.32184544063074666	ORPHA:231214	beta-thalassemia major	HP:0000737,HP:0000164,HP:0001978	HBB
1713	0.32184544063074666	ORPHA:264580	glycogen storage disease due to liver phosphorylase kinase deficiency	HP:0000750,HP:0000147,HP:0001903	PHKA2,PHKG2
1713	0.32184544063074666	ORPHA:284984	aneurysm-osteoarthritis syndrome	HP:0002076,HP:0000023,HP:0000978	SMAD3
1713	0.32184544063074666	ORPHA:2905	POEMS syndrome	HP:0001284,HP:0000135,HP:0001894	
1713	0.32184544063074666	ORPHA:139417	acute transverse myelitis	HP:0001257,HP:0000016,HP:0002138	
1713	0.32184544063074666	ORPHA:91500	tubulointerstitial nephritis and uveitis syndrome	HP:0000613,HP:0000505,HP:0001895	
1713	0.32184544063074666	ORPHA:727	microscopic polyangiitis	HP:0003401,HP:0000083,HP:0000421	
1713	0.32184544063074666	ORPHA:85443	AL amyloidosis	HP:0002015,HP:0000077,HP:0000978	
1713	0.32184544063074666	ORPHA:642	hereditary sensory and autonomic neuropathy type 4	HP:0000736,HP:0000559,HP:0000978	NTRK1
1713	0.32184544063074666	ORPHA:79408	recessive dystrophic epidermolysis bullosa	HP:0000716,HP:0000079,HP:0001891	COL7A1,MMP1
1713	0.32184544063074666	ORPHA:36234	toxic shock syndrome	HP:0001289,HP:0000010,HP:0001873	
1713	0.32184544063074666	ORPHA:781	Q fever	HP:0000613,HP:0000979	
1713	0.32184544063074666	ORPHA:14	abetalipoproteinemia	HP:0001251,HP:0000508,HP:0001892	MTTP
1713	0.32184544063074666	ORPHA:1359	Carney complex	HP:0000708,HP:0000008,HP:0000978	PDE11A,PRKAR1A
1713	0.32184544063074666	ORPHA:287	Ehlers-Danlos syndrome, classic type	HP:0001270,HP:0000015,HP:0000978	COL5A2,COL1A1,COL5A1
1713	0.32184544063074666	ORPHA:198	occipital horn syndrome	HP:0001249,HP:0000010,HP:0000978	ATP7A
1713	0.32184544063074666	ORPHA:90291	systemic sclerosis	HP:0001279,HP:0000077,HP:0002584	
1845	0.31940250845143314	ORPHA:1506	thin ribs-tubular bones-dysmorphism syndrome	HP:0000174,HP:0000358	
1845	0.31940250845143314	ORPHA:1918	fetal minoxidil syndrome	HP:0000028,HP:0000358	
1845	0.31940250845143314	ORPHA:2972	non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome	HP:0000272,HP:0000358	
1845	0.31940250845143314	ORPHA:83619	macrostomia-preauricular tags-external ophthalmoplegia syndrome	HP:0000154,HP:0011272	
1845	0.31940250845143314	ORPHA:114	auriculoosteodysplasia	HP:0000400	
1845	0.31940250845143314	ORPHA:1259	blepharoptosis-myopia-ectopia lentis syndrome	HP:0000269,HP:0011039	
1845	0.31940250845143314	ORPHA:1373	cataract-aberrant oral frenula-growth delay syndrome	HP:0000023,HP:0000358	
1845	0.31940250845143314	ORPHA:1134	arrhinia	HP:0000316,HP:0008551	
1845	0.31940250845143314	ORPHA:79414	wooly hair nevus	HP:0000826,HP:0011387	HRAS
1845	0.31940250845143314	ORPHA:85173	IMAGe syndrome	HP:0000028,HP:0000369	CDKN1C,POLE
1845	0.31940250845143314	ORPHA:314575	intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome	HP:0000218,HP:0000369	
1845	0.31940250845143314	ORPHA:113	Bazex-Dupre-Christol syndrome	HP:0000400	
1845	0.31940250845143314	ORPHA:2547	microphthalmia microtia fetal akinesia	HP:0000014,HP:0008551	
1845	0.31940250845143314	ORPHA:1406	Charlie M syndrome	HP:0000160,HP:0000400	
1845	0.31940250845143314	ORPHA:171866	spondyloepimetaphyseal dysplasia, aggrecan type	HP:0000303,HP:0000358	ACAN
1845	0.31940250845143314	ORPHA:1154	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	HP:0000023,HP:0000400	PIEZO2
1845	0.31940250845143314	ORPHA:2631	mesomelic dwarfism-cleft palate-camptodactyly syndrome	HP:0000175,HP:0000358	
1845	0.31940250845143314	ORPHA:295047	macrodactyly of toes	HP:0000023,HP:0008551	
1845	0.31940250845143314	ORPHA:1486	lethal congenital contracture syndrome 1	HP:0000316,HP:0000358	GLE1
1845	0.31940250845143314	ORPHA:228396	ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome	HP:0000308,HP:0000358	
1845	0.31940250845143314	ORPHA:3005	Pyle disease	HP:0000303,HP:0000411	SFRP4
1845	0.31940250845143314	ORPHA:3329	tibial aplasia-ectrodactyly syndrome	HP:0000396	BHLHA9
1845	0.31940250845143314	ORPHA:3429	Verloove Vanhorick-Brubakk syndrome	HP:0000028,HP:0000369	
1845	0.31940250845143314	ORPHA:952	acrofacial dysostosis, Weyers type	HP:0000164,HP:0009738	EVC2,EVC,CTNNB1
1845	0.31940250845143314	ORPHA:1147	Sheldon-hall syndrome	HP:0000218,HP:0000411	NALCN,MYH3,TNNI2,TNNT3,TPM2
1845	0.31940250845143314	ORPHA:115	congenital contractural arachnodactyly	HP:0000218,HP:0008544	FBN2
1845	0.31940250845143314	ORPHA:2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome	HP:0000028,HP:0000411	
1845	0.31940250845143314	ORPHA:3003	pyknoachondrogenesis	HP:0000369	
1845	0.31940250845143314	ORPHA:1415	cholestasis-pigmentary retinopathy-cleft palate syndrome	HP:0000076,HP:0000377	MED12
1845	0.31940250845143314	ORPHA:52047	Braddock syndrome	HP:0000122,HP:0000358	
1845	0.31940250845143314	ORPHA:85166	platyspondylic dysplasia, Torrance type	HP:0000175,HP:0000369	COL2A1
1845	0.31940250845143314	ORPHA:158687	lethal acantholytic epidermolysis bullosa	HP:0000175,HP:0000377	JUP,DSP
1845	0.31940250845143314	ORPHA:2347	lethal Kniest-like dysplasia	HP:0000175,HP:0000369	
1845	0.31940250845143314	ORPHA:1101	anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome	HP:0000023,HP:0000598	
1845	0.31940250845143314	ORPHA:158684	epidermolysis bullosa simplex 5C, with pyloric atresia	HP:0000070,HP:0008551	ITGB4,PLEC
1845	0.31940250845143314	ORPHA:77258	trichorhinophalangeal syndrome type I	HP:0000164,HP:0000400	TRPS1
1845	0.31940250845143314	ORPHA:83	Antley-Bixler syndrome	HP:0000160,HP:0000358	POR,FGFR2
1845	0.31940250845143314	ORPHA:93316	spondylometaphyseal dysplasia, Schmidt type	HP:0000185,HP:0000402	COL2A1
1845	0.31940250845143314	ORPHA:1190	atelosteogenesis type I	HP:0000175,HP:0000369	FLNB
1845	0.31940250845143314	ORPHA:1968	flat face-microstomia-ear anomaly syndrome	HP:0000023,HP:0000358	
1845	0.31940250845143314	ORPHA:1974	autosomal recessive faciodigitogenital syndrome	HP:0000049,HP:0000358	
1845	0.31940250845143314	ORPHA:50945	chondrodysplasia Blomstrand type	HP:0000272,HP:0000369	PTH1R
1845	0.31940250845143314	ORPHA:1519	Teebi hypertelorism syndrome 1	HP:0000028,HP:0000369	SPECC1L
1845	0.31940250845143314	ORPHA:163654	spondyloepiphyseal dysplasia, Cantu type	HP:0000028,HP:0008551	
1845	0.31940250845143314	ORPHA:3404	Ulbright-Hodes syndrome	HP:0000028,HP:0000369	
1845	0.31940250845143314	ORPHA:56304	atelosteogenesis type II	HP:0000175,HP:0000369	SLC26A2
1845	0.31940250845143314	ORPHA:1662	restrictive dermopathy	HP:0000047,HP:0000369	ZMPSTE24,LMNA
1892	0.29437690639005426	ORPHA:2978	chronic intestinal pseudoobstruction	HP:0012639,HP:0001643,HP:0011875	
1892	0.29437690639005426	ORPHA:401945	Moyamoya disease with early-onset achalasia	HP:0001297,HP:0000822,HP:0001873	GUCY1A1
1892	0.29437690639005426	ORPHA:91135	body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	HP:0004944,HP:0000973,HP:0001892	GGCX
1892	0.29437690639005426	ORPHA:745	hereditary thrombophilia due to congenital protein C deficiency	HP:0100659,HP:0000963,HP:0000979	PROC
1892	0.29437690639005426	ORPHA:84090	fibronectin glomerulopathy	HP:0001342,HP:0000083	FN1
1892	0.29437690639005426	ORPHA:1117	aplasia cutis-myopia syndrome	HP:0001287,HP:0000924,HP:0001892	
1892	0.29437690639005426	ORPHA:163596	Hb Bart's hydrops fetalis	HP:0000238,HP:0001903	HBA1,HBA2
1892	0.29437690639005426	ORPHA:327	congenital factor VII deficiency	HP:0002170,HP:0000132	F7
1892	0.29437690639005426	ORPHA:79	alpha-2-plasmin inhibitor deficiency	HP:0002170,HP:0000225	SERPINF2
1892	0.29437690639005426	ORPHA:157798	hyperplastic polyposis syndrome	HP:0100008,HP:0002861,HP:0012189	RNF43
1892	0.29437690639005426	ORPHA:743	hereditary thrombophilia due to congenital protein S deficiency	HP:0100659,HP:0000488,HP:0000979	PROS1
1892	0.29437690639005426	ORPHA:98878	hemophilia A	HP:0002170,HP:0001386,HP:0001907	F8
1892	0.29437690639005426	ORPHA:98879	hemophilia B	HP:0002170,HP:0000790	F9
1892	0.29437690639005426	ORPHA:3325	heparin-induced thrombocytopenia	HP:0001297,HP:0001907	
1892	0.29437690639005426	ORPHA:454840	familial adenomatous polyposis 3	HP:0002858,HP:0000138,HP:0012539	NTHL1
1892	0.29437690639005426	ORPHA:251992	ganglioneuroma	HP:0003005,HP:0000315,HP:0002239	ALK
1892	0.29437690639005426	ORPHA:79301	congenital bile acid synthesis defect 1	HP:0009830,HP:0000662,HP:0001892	HSD3B7
1892	0.29437690639005426	ORPHA:545	follicular lymphoma	HP:0001287,HP:0001004,HP:0002665	BCL6,HLA-DRB1,IGH,BCL2
1892	0.29437690639005426	ORPHA:35909	combined deficiency of factor V and factor VIII	HP:0002170,HP:0000132	MCFD2,LMAN1
1892	0.29437690639005426	ORPHA:83469	desmoplastic small round cell tumor	HP:0100006,HP:0001541,HP:0001903	WT1,EWSR1
1892	0.29437690639005426	ORPHA:326	congenital factor V deficiency	HP:0002170,HP:0000132	F5
1892	0.29437690639005426	ORPHA:328	congenital factor X deficiency	HP:0002138,HP:0000132	F10
1892	0.29437690639005426	ORPHA:71213	retinal capillary malformation	HP:0009711,HP:0000501,HP:0007902	
1892	0.29437690639005426	ORPHA:1046	lethal hemolytic anemia-genital anomalies syndrome	HP:0000252,HP:0000047,HP:0001903	
1892	0.29437690639005426	ORPHA:230839	Ehlers-Danlos syndrome due to tenascin-X deficiency	HP:0000763,HP:0000978	TNXB
1892	0.29437690639005426	ORPHA:3002	autoimmune thrombocytopenic purpura	HP:0001342,HP:0000225	FCGR2C
1892	0.29437690639005426	ORPHA:309031	pancreatic triacylglycerol lipase deficiency	HP:0000707,HP:0001891	
1892	0.29437690639005426	ORPHA:325	congenital prothrombin deficiency	HP:0002170,HP:0000132	F2
1892	0.29437690639005426	ORPHA:100080	colon neuroendocrine neoplasm	HP:0100570,HP:0001708,HP:0002249	
1892	0.29437690639005426	ORPHA:2924	autosomal dominant polycystic liver disease	HP:0004944,HP:0000952,HP:0002239	PRKCSH,SEC63,ALG8,LRP5
1892	0.29437690639005426	ORPHA:210110	autosomal recessive osteopetrosis 6	HP:0000707,HP:0000164,HP:0001873	CLCN7,PLEKHM1,TCIRG1
1892	0.29437690639005426	ORPHA:100081	rectal neuroendocrine tumor	HP:0100570,HP:0001708,HP:0002249	
1892	0.29437690639005426	ORPHA:100082	neuroendocrine tumor of the anal canal	HP:0100570,HP:0001708,HP:0002249	
1892	0.29437690639005426	ORPHA:465	congenital plasminogen activator inhibitor type 1 deficiency	HP:0002170,HP:0000132	SERPINE1
1892	0.29437690639005426	ORPHA:49566	acquired purpura fulminans	HP:0002170,HP:0000988,HP:0001873	
1892	0.29437690639005426	ORPHA:1656	dermatitis herpetiformis	HP:0000707,HP:0000684,HP:0001935	
1892	0.29437690639005426	ORPHA:1880	Ebstein anomaly	HP:0001297,HP:0000961,HP:0004420	MYH7
1892	0.29437690639005426	ORPHA:363618	LMNA-related cardiocutaneous progeria syndrome	HP:0002170,HP:0000561	LMNA
1892	0.29437690639005426	ORPHA:99147	acquired von willebrand syndrome	HP:0002170,HP:0000132	
1892	0.29437690639005426	ORPHA:440713	isolated sedoheptulokinase deficiency	HP:0002119,HP:0000023,HP:0001903	SHPK
1892	0.29437690639005426	ORPHA:79086	acquired generalized lipodystrophy	HP:0009592,HP:0000093,HP:0002665	
1892	0.29437690639005426	ORPHA:91138	Cryoglobulinemic vasculitis	HP:0007141,HP:0000083,HP:0000967	
1892	0.29437690639005426	ORPHA:100078	ileal neuroendocrine tumor, well differentiated, low or intermediate grade	HP:0006722,HP:0000126,HP:0001891	
1892	0.29437690639005426	ORPHA:98434	congenital vitamin K-dependent coagulation factors deficiency	HP:0002170,HP:0000132	GGCX,VKORC1
