Rank	Score	ORPHA_ID	Disease_Name	Matched_Phenotype	Causative_Gene
1	1.0	ORPHA:297	tick-borne encephalitis	HP:0002197,HP:0000365,HP:0001974	
2	0.9540748571239799	ORPHA:2968	leukocyte adhesion deficiency	HP:0001250,HP:0000388,HP:0001974	
3	0.8935301113276735	ORPHA:79087	acquired partial lipodystrophy	HP:0001250,HP:0000365,HP:0100827	LMNB2
3	0.8935301113276735	ORPHA:540	hereditary hemophagocytic lymphohistiocytosis	HP:0001250,HP:0000407,HP:0001875	PRF1,STXBP2,UNC13D,STX11
3	0.8935301113276735	ORPHA:2136	Hennekam syndrome	HP:0001250,HP:0000405,HP:0001888	ADAMTS3,FAT4,CCBE1
3	0.8935301113276735	ORPHA:443811	immunodeficiency 23	HP:0001250,HP:0000405,HP:0001875	PGM3
3	0.8935301113276735	ORPHA:163956	syndromic X-linked intellectual disability Nascimento type	HP:0001250,HP:0000365,HP:0001875	UBE2A
3	0.8935301113276735	ORPHA:193	Cohen syndrome	HP:0001250,HP:0000407,HP:0001875	VPS13B
3	0.8935301113276735	ORPHA:809	mixed connective tissue disease	HP:0001250,HP:0000365,HP:0001882	
3	0.8935301113276735	ORPHA:699	Pearson syndrome	HP:0001250,HP:0000365,HP:0001875	
3	0.8935301113276735	ORPHA:870	Down syndrome	HP:0001250,HP:0000405,HP:0011897	
3	0.8935301113276735	ORPHA:228123	coccidioidomycosis	HP:0001250,HP:0000365,HP:0001880	
3	0.8935301113276735	ORPHA:33364	trichothiodystrophy	HP:0002197,HP:0008619,HP:0001875	ERCC2,MPLKIP,GTF2E2,TARS1,RNF113A,AARS1,ERCC3,GTF2H5,CARS1
3	0.8935301113276735	ORPHA:355	Gaucher disease	HP:0002069,HP:0000365,HP:0001882	GBA1
3	0.8935301113276735	ORPHA:79324	ALG12-congenital disorder of glycosylation	HP:0001250,HP:0000407,HP:0010976	ALG12
3	0.8935301113276735	ORPHA:506	Leigh syndrome	HP:0001250,HP:0000407,HP:0001875	NDUFS2,SUCLA2,NDUFAF5,DLD,MTRFR,SLC19A3,ETHE1,SURF1,PDHX,NDUFAF2,FBXL4,MTFMT,ECHS1,TTC19,SERAC1,IARS2,NDUFS4,SCO2,EARS2,NDUFAF6,NDUFS1,HIBCH,PDHA1,LRPPRC,NDUFV1
17	0.8853049673504895	ORPHA:1467	Cogan syndrome	HP:0000613,HP:0000407,HP:0001974	
17	0.8853049673504895	ORPHA:228423	monocytopenia with susceptibility to infections	HP:0002076,HP:0000407,HP:0001974	GATA2
17	0.8853049673504895	ORPHA:1451	CINCA syndrome	HP:0001249,HP:0000365,HP:0001974	NLRP3
20	0.8837633378481053	ORPHA:464	incontinentia pigmenti	HP:0001250,HP:0000364,HP:0001880	IKBKG
21	0.8755381938709215	ORPHA:729	acquired polycythemia vera	HP:0002315,HP:0000360,HP:0001974	JAK2
22	0.8639291731360047	ORPHA:565782	methotrexate toxicity	HP:0001250,HP:0002321,HP:0001882	
22	0.8639291731360047	ORPHA:454831	acute radiation syndrome	HP:0001250,HP:0002321,HP:0001888	
22	0.8639291731360047	ORPHA:199299	late-onset isolated ACTH deficiency	HP:0001250,HP:0002321,HP:0001880	
22	0.8639291731360047	ORPHA:284	alveolar echinococcosis	HP:0001250,HP:0002321,HP:0001880	
26	0.8557040291588209	ORPHA:51890	anterior cutaneous nerve entrapment syndrome	HP:0003474,HP:0002321,HP:0001974	
26	0.8557040291588209	ORPHA:330012	high altitude pulmonary edema	HP:0002315,HP:0002321,HP:0001974	
26	0.8557040291588209	ORPHA:3318	essential thrombocythemia	HP:0002076,HP:0002321,HP:0001974	SH2B3,MPL,TP53,CALR,JAK2,TET2
26	0.8557040291588209	ORPHA:32960	TNF receptor 1-associated periodic fever syndrome	HP:0000708,HP:0002321,HP:0001974	TNFRSF1A
26	0.8557040291588209	ORPHA:99827	Crimean-Congo hemorrhagic fever	HP:0000613,HP:0002321,HP:0001974	
31	0.8476049684516533	ORPHA:51636	WHIM syndrome 1	HP:0001250,HP:0000388,HP:0001875	CXCR4
31	0.8476049684516533	ORPHA:293978	deficiency in anterior pituitary function - variable immunodeficiency syndrome	HP:0002121,HP:0000403,HP:0010976	NFKB2
31	0.8476049684516533	ORPHA:221139	combined immunodeficiency with faciooculoskeletal anomalies	HP:0002123,HP:0000411,HP:0010976	KNSTRN,PIK3CD
34	0.8393798244744695	ORPHA:3392	tularemia	HP:0000708,HP:0000388,HP:0001974	
35	0.8254242234041381	ORPHA:2720	oculocerebral hypopigmentation syndrome of Preus	HP:0001250,HP:0000365,HP:0001874	
35	0.8254242234041381	ORPHA:137605	Legius syndrome	HP:0001250,HP:0000365,HP:0004845	SPRED1
35	0.8254242234041381	ORPHA:3474	CHIME syndrome	HP:0001250,HP:0000365,HP:0002488	PIGL
35	0.8254242234041381	ORPHA:2135	Hennekam-Beemer syndrome	HP:0001250,HP:0000365,HP:0100495	
35	0.8254242234041381	ORPHA:1052	mosaic variegated aneuploidy syndrome	HP:0001250,HP:0000365,HP:0006721	BUB1,BUB1B,BUB3,TRIP13,CEP57
35	0.8254242234041381	ORPHA:533	listeriosis	HP:0001250,HP:0000365,HP:0002955	
35	0.8254242234041381	ORPHA:636	neurofibromatosis type 1	HP:0001250,HP:0000365,HP:0001909	NF1
35	0.8254242234041381	ORPHA:900	granulomatosis with polyangiitis	HP:0001250,HP:0000407,HP:0002955	CTLA4,HLA-DPA1,PTPN22,PRTN3,HLA-DPB1
35	0.8254242234041381	ORPHA:646	Niemann-Pick disease type C	HP:0001250,HP:0000365,HP:0004333	
35	0.8254242234041381	ORPHA:798	Schinzel-Giedion syndrome	HP:0001250,HP:0008610,HP:0012324	SETBP1
35	0.8254242234041381	ORPHA:235	Dubowitz syndrome	HP:0001250,HP:0000365,HP:0001874	LIG4,NSUN2
35	0.8254242234041381	ORPHA:821	Sotos syndrome	HP:0001250,HP:0000365,HP:0006721	APC2,SETD2,NSD1
47	0.7958232852124695	ORPHA:71493	familial thrombocytosis	HP:0001250,HP:0002321,HP:0004808	JAK2,MPL,THPO
47	0.7958232852124695	ORPHA:217260	progressive multifocal leukoencephalopathy	HP:0001250,HP:0002321,HP:0005415	
49	0.7794990805281182	ORPHA:96178	ring chromosome 16	HP:0001250,HP:0000369,HP:0004812	
49	0.7794990805281182	ORPHA:1546	cryptococcosis	HP:0001250,HP:0000356,HP:0005526	
49	0.7794990805281182	ORPHA:2526	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	HP:0001250,HP:0000411,HP:0001909	KIF11
49	0.7794990805281182	ORPHA:51	Aicardi-Goutieres syndrome	HP:0001250,HP:0000369,HP:0005550	RNASEH2A,ADAR,IFIH1,SAMHD1,LSM11,RNASEH2C,RNU7-1,RNASEH2B,TREX1
53	0.7788350786781628	ORPHA:389	Langerhans cell histiocytosis	HP:0001251,HP:0000365,HP:0001882	MAP2K1,BRAF,NRAS
53	0.7788350786781628	ORPHA:760	purine nucleoside phosphorylase deficiency	HP:0000708,HP:0000407,HP:0001888	PNP
53	0.7788350786781628	ORPHA:2306	isotretinoin-like syndrome	HP:0011342,HP:0008619,HP:0001888	
53	0.7788350786781628	ORPHA:508542	congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome	HP:0001249,HP:0000365,HP:0001875	MYSM1
53	0.7788350786781628	ORPHA:1328	Camurati-Engelmann disease	HP:0001251,HP:0000365,HP:0001882	TGFB1
53	0.7788350786781628	ORPHA:2959	progeria-short stature-pigmented nevi syndrome	HP:0001256,HP:0000408,HP:0005403	
53	0.7788350786781628	ORPHA:2785	autosomal recessive osteopetrosis 3	HP:0001249,HP:0000405,HP:0001882	CA2
53	0.7788350786781628	ORPHA:811	Shwachman-Diamond syndrome	HP:0000708,HP:0000365,HP:0001875	DNAJC21,EFL1,SBDS,SRP54
53	0.7788350786781628	ORPHA:84	Fanconi anemia	HP:0001249,HP:0000365,HP:0001882	FANCM,FANCA,BRIP1,RAD51C,FANCE,PALB2,SLX4,FANCG,XRCC2,FANCI,FANCC,BRCA1,FANCL,ERCC4,FAAP100,RAD51,FANCD2,UBE2T,MAD2L2,FANCF,BRCA2,RFWD3,FANCB
62	0.7611465318842016	ORPHA:2307	IVIC syndrome	HP:0000143,HP:0000365,HP:0001974	SALL4
62	0.7611465318842016	ORPHA:514	acute monocytic leukemia	HP:0001482,HP:0001730,HP:0001974	
64	0.7473192164117471	ORPHA:3327	thyrocerebrorenal syndrome	HP:0001250,HP:0000407,HP:0001873	
64	0.7473192164117471	ORPHA:90647	Jervell and Lange-Nielsen syndrome	HP:0001250,HP:0008619,HP:0001891	KCNQ1,KCNE1
64	0.7473192164117471	ORPHA:67048	3-methylglutaconic aciduria type 4	HP:0001250,HP:0000365,HP:0001873	
64	0.7473192164117471	ORPHA:294	fetal cytomegalovirus syndrome	HP:0001250,HP:0000407,HP:0000573	
64	0.7473192164117471	ORPHA:529799	acute bilirubin encephalopathy	HP:0001250,HP:0000407,HP:0001878	
64	0.7473192164117471	ORPHA:529808	chronic bilirubin encephalopathy	HP:0001250,HP:0000407,HP:0001878	
64	0.7473192164117471	ORPHA:2237	hypoparathyroidism-deafness-renal disease syndrome	HP:0002199,HP:0000408,HP:0011840	GATA3
64	0.7473192164117471	ORPHA:244310	RFT1-congenital disorder of glycosylation	HP:0001250,HP:0000365,HP:0001892	RFT1
64	0.7473192164117471	ORPHA:1192	atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome	HP:0001327,HP:0000407,HP:0001903	
64	0.7473192164117471	ORPHA:96129	distal monosomy 19p13.3	HP:0001250,HP:0000405,HP:0004313	
64	0.7473192164117471	ORPHA:858	congenital toxoplasmosis	HP:0001250,HP:0000365,HP:0001873	
64	0.7473192164117471	ORPHA:2177	hydranencephaly	HP:0001250,HP:0008610,HP:0007023	NDE1
64	0.7473192164117471	ORPHA:99824	Lassa fever	HP:0001250,HP:0000365,HP:0001892	
64	0.7473192164117471	ORPHA:251009	maternal uniparental disomy of chromosome 1	HP:0001250,HP:0000365,HP:0001876	
64	0.7473192164117471	ORPHA:290	congenital rubella syndrome	HP:0001250,HP:0000407,HP:0001873	
64	0.7473192164117471	ORPHA:87876	sialidosis type 2	HP:0001250,HP:0000365,HP:0005561	
64	0.7473192164117471	ORPHA:3042	Primrose syndrome	HP:0001250,HP:0000405,HP:0001903	ZBTB20
64	0.7473192164117471	ORPHA:324737	SRD5A3-congenital disorder of glycosylation	HP:0001250,HP:0000365,HP:0001928	SRD5A3
64	0.7473192164117471	ORPHA:1493	Vici syndrome	HP:0001250,HP:0000407,HP:0004315	EPG5
64	0.7473192164117471	ORPHA:33475	meningococcal meningitis	HP:0001250,HP:0000365,HP:0000967	
64	0.7473192164117471	ORPHA:337	fibrodysplasia ossificans progressiva	HP:0001250,HP:0000365,HP:0001903	ACVR1
64	0.7473192164117471	ORPHA:423479	X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome	HP:0002069,HP:0000407,HP:0011903	PRPS1
64	0.7473192164117471	ORPHA:268943	unilateral polymicrogyria	HP:0001250,HP:0008610,HP:0000421	
64	0.7473192164117471	ORPHA:66634	3-methylglutaconic aciduria type 5	HP:0001250,HP:0008619,HP:0004840	DNAJC19
64	0.7473192164117471	ORPHA:436271	non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy	HP:0001250,HP:0008619,HP:0001903	COA8
64	0.7473192164117471	ORPHA:3463	Wolfram syndrome	HP:0001250,HP:0000407,HP:0001903	WFS1,CISD2
64	0.7473192164117471	ORPHA:79330	MOGS-congenital disorder of glycosylation	HP:0001250,HP:0000407,HP:0001873	MOGS
64	0.7473192164117471	ORPHA:98673	autosomal dominant optic atrophy, classic form	HP:0001250,HP:0000407,HP:0001972	DNM1L,OPA1
64	0.7473192164117471	ORPHA:46059	lathosterolosis	HP:0001250,HP:0000365,HP:0001873	SC5D
64	0.7473192164117471	ORPHA:589	myasthenia gravis	HP:0001250,HP:0000365,HP:0001878	
64	0.7473192164117471	ORPHA:79321	ALG3-congenital disorder of glycosylation	HP:0001250,HP:0000365,HP:0001871	ALG3
64	0.7473192164117471	ORPHA:499009	congenital syphilis	HP:0001250,HP:0000365,HP:0000967	
64	0.7473192164117471	ORPHA:261250	16q24.3 microdeletion syndrome	HP:0001250,HP:0000365,HP:0001873	ANKRD11
64	0.7473192164117471	ORPHA:293967	hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome	HP:0001250,HP:0008527,HP:0001935	
64	0.7473192164117471	ORPHA:36412	hypocomplementemic urticarial vasculitis	HP:0001250,HP:0000407,HP:0002665	DNASE1L3
64	0.7473192164117471	ORPHA:230851	Ehlers-Danlos syndrome, cardiac valvular type	HP:0001250,HP:0012717,HP:0000978	COL1A2
64	0.7473192164117471	ORPHA:247245	superficial siderosis	HP:0001250,HP:0008619,HP:0001892	
64	0.7473192164117471	ORPHA:457351	microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	HP:0001250,HP:0000407,HP:0001873	AFG2A
64	0.7473192164117471	ORPHA:2637	microcephalic osteodysplastic primordial dwarfism type II	HP:0001250,HP:0000407,HP:0001903	PCNT
64	0.7473192164117471	ORPHA:357058	autosomal recessive cutis laxa type 2A	HP:0001250,HP:0000365,HP:0001892	ATP6V0A2
64	0.7473192164117471	ORPHA:2886	TARP syndrome	HP:0001250,HP:0000365,HP:0001978	RBM10
64	0.7473192164117471	ORPHA:912	Zellweger spectrum disorders	HP:0001250,HP:0000407,HP:0001928	PEX19,PEX16,PEX12,PEX5,PEX3,PEX14,PEX1,PEX2,PEX13,PEX11B,PEX6,PEX10,PEX26
64	0.7473192164117471	ORPHA:51608	arterial calcification of infancy	HP:0001250,HP:0000365,HP:0000573	ABCC6,ENPP1
64	0.7473192164117471	ORPHA:1600	chromosome 18q deletion syndrome	HP:0001250,HP:0000407,HP:0002720	
64	0.7473192164117471	ORPHA:847	alpha thalassemia-X-linked intellectual disability syndrome	HP:0001250,HP:0000407,HP:0001903	ATRX
64	0.7473192164117471	ORPHA:79443	pseudohypoparathyroidism type 1A	HP:0002199,HP:0000407,HP:0011869	GNAS
64	0.7473192164117471	ORPHA:86309	DPAGT1-congenital disorder of glycosylation	HP:0001250,HP:0000365,HP:0001903	DPAGT1
64	0.7473192164117471	ORPHA:369837	multiple congenital anomalies-hypotonia-seizures syndrome 3	HP:0002069,HP:0000365,HP:0002720	PIGT
64	0.7473192164117471	ORPHA:487796	macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome	HP:0001250,HP:0000365,HP:0001873	CDC42
64	0.7473192164117471	ORPHA:324	Fabry disease	HP:0001250,HP:0000365,HP:0001903	GLA
64	0.7473192164117471	ORPHA:550	MELAS syndrome	HP:0001250,HP:0000407,HP:0001903	ND4,COX1,ND5,ND1,COX2,ND6
64	0.7473192164117471	ORPHA:2322	Kabuki syndrome	HP:0001250,HP:0000405,HP:0002720	KDM6A,KMT2D
64	0.7473192164117471	ORPHA:280	Wolf-Hirschhorn syndrome	HP:0001250,HP:0000365,HP:0002720	NELFA,LETM1,CTBP1,CPLX1,PIGG,NSD2
64	0.7473192164117471	ORPHA:819	Smith-Magenis syndrome	HP:0001250,HP:0000405,HP:0002720	IQSEC2,RAI1
64	0.7473192164117471	ORPHA:500150	ZTTK syndrome	HP:0002121,HP:0000365,HP:0004315	SON
64	0.7473192164117471	ORPHA:191	Cockayne syndrome	HP:0001250,HP:0000408,HP:0000573	
64	0.7473192164117471	ORPHA:567	22q11.2 deletion syndrome	HP:0001250,HP:0000365,HP:0000979	SEC24C,GP1BB,UFD1,JMJD1C,HIRA,ARVCF,TBX1,RREB1,COMT
64	0.7473192164117471	ORPHA:2152	Mowat-Wilson syndrome	HP:0001250,HP:0000405,HP:0004313	ZEB2
122	0.7375524429321791	ORPHA:369929	aldosterone-producing adenoma with seizures and neurological abnormalities	HP:0001250,HP:0000360,HP:0000421	CACNA1D
122	0.7375524429321791	ORPHA:97339	dural sinus malformation	HP:0001250,HP:0008629,HP:0001342	
122	0.7375524429321791	ORPHA:3205	Sturge-Weber syndrome	HP:0001250,HP:0000364,HP:0004936	GNAQ
122	0.7375524429321791	ORPHA:358	Gitelman syndrome	HP:0007359,HP:0000360,HP:0001891	CLCNKB,SLC12A3
122	0.7375524429321791	ORPHA:2495	meningioma	HP:0001250,HP:0000360,HP:0001342	TERT,SMARCE1,BAP1,TRAF7,SUFU,PDGFB,AKT1,PIK3CA,SMO,SMARCB1,NF2
127	0.7329099358021428	ORPHA:444463	autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome	HP:0001269,HP:0000403,HP:0001888	TPP2
127	0.7329099358021428	ORPHA:2268	immunodeficiency-centromeric instability-facial anomalies syndrome	HP:0001249,HP:0000369,HP:0001888	DNMT3B,UHRF1,CDCA7,HELLS,ZBTB24
127	0.7329099358021428	ORPHA:391307	severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome	HP:0000708,HP:0000400,HP:0001888	TTI2
127	0.7329099358021428	ORPHA:2686	cyclic hematopoiesis	HP:0002315,HP:0000388,HP:0001888	ELANE
127	0.7329099358021428	ORPHA:83471	Nezelof syndrome	HP:0003472,HP:0000389,HP:0005403	FOXN1
127	0.7329099358021428	ORPHA:228426	syndromic multisystem autoimmune disease due to ITCH deficiency	HP:0001263,HP:0000358,HP:0001904	ITCH
127	0.7329099358021428	ORPHA:572	MHC class II deficiency	HP:0001260,HP:0000371,HP:0001875	CIITA,RFXANK,RFXAP,RFX5
127	0.7329099358021428	ORPHA:353298	Roifman syndrome	HP:0002342,HP:0000403,HP:0001880	RNU4ATAC
127	0.7329099358021428	ORPHA:83617	agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	HP:0001263,HP:0000369,HP:0010976	
127	0.7329099358021428	ORPHA:906	Wiskott-Aldrich syndrome	HP:0001328,HP:0000388,HP:0001875	WAS,WIPF1
127	0.7329099358021428	ORPHA:124	Diamond-Blackfan anemia	HP:0001254,HP:0000369,HP:0001875	RPL8,RPS26,RPL11,RPS17,RPS7,RPL27,RPL35,RPL35A,RPS20,HEATR3,RPS28,RPL18,RPS10,TSR2,RPS15A,RPL26,RPS24,ADA2,RPL5,RPS29,RPL9,RPL15,RPS27,GATA1,RPL31,RPS19
127	0.7329099358021428	ORPHA:175	cartilage-hair hypoplasia	HP:0001315,HP:0000358,HP:0001875	RMRP
139	0.731545593692533	ORPHA:520	acute promyelocytic leukemia	HP:0000212,HP:0002321,HP:0001974	IRF2BP2,NUMA1,PML,NPM1,TBL1XR1,ZBTB16,PRKAR1A,STAT5B,FIP1L1,BCOR,RARA,STAT3,NABP1
140	0.7196243929833833	ORPHA:118	beta-mannosidosis	HP:0001250,HP:0000365,HP:0002205	MANBA
140	0.7196243929833833	ORPHA:1008	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	HP:0001250,HP:0000365,HP:0000704	
140	0.7196243929833833	ORPHA:85179	infantile osteopetrosis with neuroaxonal dysplasia	HP:0001250,HP:0000405,HP:0002090	OSTM1
140	0.7196243929833833	ORPHA:3465	Worster-Drought syndrome	HP:0001250,HP:0000407,HP:0002205	
140	0.7196243929833833	ORPHA:796	Sandhoff disease	HP:0001250,HP:0000365,HP:0001744	HEXB
140	0.7196243929833833	ORPHA:205	Crigler-Najjar syndrome	HP:0001250,HP:0000365,HP:0001433	
140	0.7196243929833833	ORPHA:85202	Keutel syndrome	HP:0001250,HP:0000365,HP:0000403	MGP
140	0.7196243929833833	ORPHA:435938	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	HP:0001250,HP:0000407,HP:0002719	RPL10
140	0.7196243929833833	ORPHA:466934	hypomyelinating leukodystrophy 12	HP:0001250,HP:0000407,HP:0001433	VPS11
140	0.7196243929833833	ORPHA:79237	galactokinase deficiency	HP:0001250,HP:0000407,HP:0001433	GALK1
140	0.7196243929833833	ORPHA:3137	alpha-N-acetylgalactosaminidase deficiency	HP:0001250,HP:0000365,HP:0006532	NAGA
140	0.7196243929833833	ORPHA:585	mucosulfatidosis	HP:0001250,HP:0000407,HP:0001744	SUMF1
140	0.7196243929833833	ORPHA:702	Pelizeaus-Merzbacher spectrum disorder	HP:0001250,HP:0000365,HP:0002205	PLP1
140	0.7196243929833833	ORPHA:2590	spinal muscular atrophy-progressive myoclonic epilepsy syndrome	HP:0001250,HP:0000407,HP:0001433	ASAH1
140	0.7196243929833833	ORPHA:284180	Xp22.13p22.2 duplication syndrome	HP:0001250,HP:0000365,HP:0002788	
140	0.7196243929833833	ORPHA:3078	severe X-linked intellectual disability, Gustavson type	HP:0001250,HP:0012715,HP:0002788	RBMX
140	0.7196243929833833	ORPHA:541423	growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy	HP:0001250,HP:0000407,HP:0001433	IARS1
140	0.7196243929833833	ORPHA:869	triple-A syndrome	HP:0002173,HP:0000407,HP:0001097	GMPPA,AAAS,TRAPPC11
140	0.7196243929833833	ORPHA:269	facioscapulohumeral muscular dystrophy	HP:0001250,HP:0000407,HP:0000491	FRG1,DUX4,DNMT3B,DUX4L1,SMCHD1
140	0.7196243929833833	ORPHA:79241	biotinidase deficiency	HP:0001250,HP:0000365,HP:0000509	BTD
140	0.7196243929833833	ORPHA:254875	mitochondrial DNA depletion syndrome, myopathic form	HP:0002197,HP:0008610,HP:0006532	TK2
140	0.7196243929833833	ORPHA:1727	chromosome 22q11.2 microduplication syndrome	HP:0001250,HP:0000365,HP:0010515	TBX1
140	0.7196243929833833	ORPHA:2479	megalocornea-intellectual disability syndrome	HP:0001250,HP:0000407,HP:0010978	
140	0.7196243929833833	ORPHA:468699	SLC39A8-CDG	HP:0001250,HP:0000365,HP:0002719	SLC39A8
140	0.7196243929833833	ORPHA:3379	distal trisomy 17q	HP:0001250,HP:0008619,HP:0001747	
140	0.7196243929833833	ORPHA:812	sialidosis type 1	HP:0001250,HP:0000407,HP:0001744	NEU1
140	0.7196243929833833	ORPHA:3473	Zimmermann-Laband syndrome	HP:0001250,HP:0000407,HP:0001744	KCNH1,KCNN3,ATP6V1B2
140	0.7196243929833833	ORPHA:592574	Menke-Hennekam syndrome	HP:0001250,HP:0000365,HP:0002788	CREBBP
140	0.7196243929833833	ORPHA:464288	short stature-brachydactyly-obesity-global developmental delay syndrome	HP:0001250,HP:0000407,HP:0000964	PRMT7
140	0.7196243929833833	ORPHA:480907	intellectual disability, X-linked, syndromic 33	HP:0001250,HP:0000365,HP:0000389	TAF1
140	0.7196243929833833	ORPHA:263487	COG5-congenital disorder of glycosylation	HP:0001250,HP:0000407,HP:0001433	COG5
140	0.7196243929833833	ORPHA:54595	craniopharyngioma	HP:0001250,HP:0000365,HP:0002719	CTNNB1,BRAF
140	0.7196243929833833	ORPHA:96167	recombinant 8 syndrome	HP:0001250,HP:0000365,HP:0000389	
140	0.7196243929833833	ORPHA:529962	17q24.2 microdeletion syndrome	HP:0001250,HP:0008607,HP:0000403	PSMD12,BPTF
140	0.7196243929833833	ORPHA:544503	developmental and epileptic encephalopathy, 73	HP:0001250,HP:0000407,HP:0100806	RNF13
140	0.7196243929833833	ORPHA:369950	intellectual disability-seizures-macrocephaly-obesity syndrome	HP:0001250,HP:0000365,HP:0000964	
140	0.7196243929833833	ORPHA:487	Krabbe disease	HP:0001250,HP:0000365,HP:0002205	GALC
140	0.7196243929833833	ORPHA:500159	intellectual disability, autosomal dominant 48	HP:0001250,HP:0000407,HP:0000403	RAC1
140	0.7196243929833833	ORPHA:48652	Phelan-McDermid syndrome	HP:0001250,HP:0000365,HP:0001581	SHANK3
140	0.7196243929833833	ORPHA:1001	2q37 microdeletion syndrome	HP:0001250,HP:0000405,HP:0000964	HDAC4
140	0.7196243929833833	ORPHA:397709	autosomal recessive spinocerebellar ataxia 20	HP:0001250,HP:0000407,HP:0001433	SNX14
140	0.7196243929833833	ORPHA:412057	autosomal recessive spinocerebellar ataxia 16	HP:0001250,HP:0000365,HP:0001094	STUB1
140	0.7196243929833833	ORPHA:544488	neurodevelopmental disorder with alopecia and brain abnormalities	HP:0001250,HP:0000407,HP:0002099	ODC1
140	0.7196243929833833	ORPHA:910	xeroderma pigmentosum	HP:0001250,HP:0000365,HP:0000491	XPA,DDB2,ERCC4,ERCC2,ERCC3,ERCC5,XPC
140	0.7196243929833833	ORPHA:261330	chromosome 22q11.2 deletion syndrome, distal	HP:0001250,HP:0000407,HP:0000010	MAPK1,CRKL,BCR
140	0.7196243929833833	ORPHA:2363	LADD syndrome	HP:0001250,HP:0000405,HP:0001096	FGF10,FGFR2,FGFR3
140	0.7196243929833833	ORPHA:459070	X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome	HP:0001250,HP:0000407,HP:0002719	RPL10
140	0.7196243929833833	ORPHA:17	mitochondrial DNA depletion syndrome 9	HP:0001250,HP:0000407,HP:0002205	SUCLG1
140	0.7196243929833833	ORPHA:649	Norrie disease	HP:0001250,HP:0000407,HP:0010978	NDP
140	0.7196243929833833	ORPHA:1465	Coffin-Siris syndrome	HP:0001250,HP:0000365,HP:0002719	SOX4,ARID1B,SMARCD1,BICRA,SMARCB1,ARID1A,DPF2,SMARCE1,SMARCA4,ARID2,SOX11,SMARCC2
140	0.7196243929833833	ORPHA:264450	trisomy 8p	HP:0001250,HP:0000405,HP:0002788	
140	0.7196243929833833	ORPHA:2750	orofaciodigital syndrome I	HP:0001250,HP:0000365,HP:0000389	OFD1
140	0.7196243929833833	ORPHA:1272	Fine-Lubinsky syndrome	HP:0001250,HP:0000407,HP:0001701	MAF
140	0.7196243929833833	ORPHA:783	Rubinstein-Taybi syndrome	HP:0001250,HP:0000365,HP:0002719	CREBBP,EP300
140	0.7196243929833833	ORPHA:261494	Kleefstra syndrome	HP:0001250,HP:0000365,HP:0000389	EHMT1
140	0.7196243929833833	ORPHA:293987	rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome	HP:0001250,HP:0000407,HP:0002099	
140	0.7196243929833833	ORPHA:590	congenital myasthenic syndrome	HP:0001250,HP:0000407,HP:0002205	CHRNE
140	0.7196243929833833	ORPHA:845	Tay-Sachs disease	HP:0001250,HP:0000365,HP:0001433	HEXA
140	0.7196243929833833	ORPHA:466943	DeSanto-Shinawi syndrome	HP:0001250,HP:0000405,HP:0002099	WAC
140	0.7196243929833833	ORPHA:363528	intellectual disability-strabismus syndrome	HP:0001250,HP:0000365,HP:0000403	ADAT3
140	0.7196243929833833	ORPHA:466768	Charcot-Marie-Tooth disease axonal type 2Z	HP:0001250,HP:0000365,HP:0001047	MORC2
140	0.7196243929833833	ORPHA:468631	microcephalic primordial dwarfism due to RTTN deficiency	HP:0001250,HP:0008619,HP:0000964	RTTN
140	0.7196243929833833	ORPHA:488632	hypotonia, infantile, with psychomotor retardation and characteristic facies 3	HP:0001250,HP:0000407,HP:0000964	TBCK
140	0.7196243929833833	ORPHA:580	mucopolysaccharidosis type 2	HP:0001250,HP:0000405,HP:0001744	IDS
140	0.7196243929833833	ORPHA:356961	SLC35A2-congenital disorder of glycosylation	HP:0001250,HP:0000407,HP:0002715	SLC35A2
140	0.7196243929833833	ORPHA:96149	distal monosomy 12q	HP:0010818,HP:0008513,HP:0007573	
140	0.7196243929833833	ORPHA:2044	Floating-Harbor syndrome	HP:0001250,HP:0000405,HP:0002608	SRCAP
140	0.7196243929833833	ORPHA:96170	Emanuel syndrome	HP:0001250,HP:0000365,HP:0000403	
140	0.7196243929833833	ORPHA:96169	Koolen-de Vries syndrome	HP:0001250,HP:0000405,HP:0000403	KANSL1
